id,title,authors,editorial,doi,year,volume,issue,article_number,notes
2021_v16i4_10.1007_s11412-021-09356-4_Modelling_diffusion_in_computer-supported_collaborative_learning_a_large_scale_learning_an,Modelling diffusion in computer-supported collaborative learning: a large scale learning analytics study,Mohammed Saqr & Sonsoles Lopez-Pernas,,,,,,,Corrected title from PDF first-page metadata. | Automated author cleanup (special-character normalization)
2021_v16i4_10.1007_s11412-021-09360-8_A_theory-driven_reflection_on_context-aware_support_for_collaborative_discussions_in_light,,Carolyn Rose & Sanna Jarvela,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number). | Automated author cleanup (special-character normalization)
2022_v17i2_10.1007_s11412-022-09373-x_Relations_Matter__CSCL_Research_Informing_and_Developing_CL_Competencies,,Sanna Jarvela & Carolyn P. Rose,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number). | Automated author cleanup (special-character normalization)
2022_v17i3_10.1007_s11412-022-09378-6_Supporting_perspective_taking_across_chasms_of_thinking_Do_real-time_analytics_hold_the_ke,,Carolyn Rose & Sanna Jarvela,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number). | Automated author cleanup (special-character normalization)
2022_v17i4_10.1007_s11412-022-09383-9_Novel_CSCL_design_processes_prompted_by_exploration_of_role-playing_and_emotions,,Sanna Jarvela & Carolyn P. Rose,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number). | Automated author cleanup (special-character normalization)
2023_v18i3_10.1007_s11412-023-09408-x_Enhancing_student_learning_and_achievement_through_orchestration_of_group_processes_and_gr,,Carolyn P. Rose & Sanna Jarvela,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number). | Automated author cleanup (special-character normalization)
2023_v18i4_10.1007_s11412-023-09409-w_Co-constructing_knowledge_with_generative_AI_tools_Reflections_from_a_CSCL_perspective,,Ulrike Cress & Joachim Kimmerle,,,,,,,Corrected authors from PDF first-page metadata.
2023_v18i4_10.1007_s11412-023-09415-y_Reflecting_on_what_counts_as_collaboration_Reaching_forward_without_losing_what_is_behind,,Sanna Jarvela & Carolyn P. Rose,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number). | Automated author cleanup (special-character normalization)
2024_v19i1_10.1007_s11412-024-09419-2_CSCL_has_come_of_age,,,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number).
2024_v19i3_10.1007_s11412-024-09426-3_Combining_Danmaku_and_Discussion_Boards_Toward_A_Scalable_and_Sociable_Environment_for_Mas,,Bo Yang,,,,,,,Corrected authors from PDF first-page metadata.
2024_v19i3_10.1007_s11412-024-09433-4_CSCL_a_learning_and_collaboration_science,,,editorial,,,,,,Set from user-provided editorial list (vol/issue/article_number).
2026_v21i1_10.1007_s11412-025-09460-9_Learning_to_deal_with_hate_speech_An_online_collective_intelligence_experiment_on_the_Coll,,Tatiana Iniguez-Berrozpe & Carmen Elboj-Saso & Francesco Marcaletti,,,,,,,Corrected authors from PDF first-page metadata. | Automated author cleanup (special-character normalization)
ijCSCL_4_3_2,,Jan van Aalst,,,,,,,Corrected authors from PDF first-page metadata.
ijCSCL_8_2_1,Participation and common knowledge in a case study of student blogging,,,,,,,,Corrected title from PDF first-page metadata.
ijCSCL_1_3_4,,Alejandra Martinez & Yannis Dimitriadis & Eduardo Gomez-Sanchez & Bartolome Rubia-Avi & Ivan Jorrin-Abellan & Jose A. Marcos,,,,,,,User-provided author cleanup (remove special characters).
ijCSCL_2_1_1,,Gerhard Fischer & Markus Rohde,,,,,,,User-provided author cleanup (remove trailing non-author text).
ijCSCL_2_2_4,,Lars Kobbe & Armin Weinberger & Pierre Dillenbourg & Andreas Harrer & Raija Hamalainen & Paivi Hakkinen & Frank Fischer,,,,,,,User-provided author cleanup (remove special characters).
ijCSCL_2_2_6,,Nathalie Muller Mirza & Valerie Tartas & Anne-Nelly Perret-Clermont & Jean-Francois de Pietro,,,,,,,User-provided author cleanup (remove special characters).
ijCSCL_2_2_8,,Baruch B. Schwarz,,,,,,,User-provided author cleanup (remove trailing non-author text).
ijCSCL_2_4_0,,Gerry Stahl,,,,,,,User-provided author cleanup (remove trailing non-author text).
ijCSCL_3_2_2,,Juergen Buder & Daniel Bodemer,,,,,,,User-provided author cleanup (remove special characters).
ijCSCL_3_3_1,,Carolyn Rose & Yi-Chia Wang & Yue Cui & Jaime Arguello & Karsten Stegmann & Armin Weinberger & Frank Fischer,,,,,,,User-provided author cleanup (remove special characters).
ijCSCL_3_3_5,,Diler Oner,,,,,,,User-provided author cleanup (remove special characters).
ijCSCL_3_4_2,,Andreas Lund,,,,,,,User-provided author cleanup (remove trailing non-author text).
ijCSCL_3_4_3,,Brian C. Nelson & Diane Jass Ketelhut,,,,,,,User-provided author cleanup (remove trailing non-author text).
ijCSCL_1_2_1,,Hans Christian Arnseth,,,,,,,Automated author cleanup (remove mixed-in non-author text).
ijCSCL_3_4_0,,Gerry Stahl & Friedrich Hesse,,,,,,,Automated author cleanup (remove mixed-in non-author text).
ijCSCL_4_1_5,,Annika Lantz-Andersson,,,,,,,Automated author cleanup (remove mixed-in non-author text).
ijCSCL_4_2_0,,Gerry Stahl & Friedrich Hesse,,,,,,,Automated author cleanup (remove mixed-in non-author text).
2021_v16i3_10.1007_s11412-021-09350-w_The_impact_of_a_gamified_mobile_question-asking_app_on_museum_visitor_group_interactions_an_ICAP_framing,,Jesse Ha & Luis E. Perez Cortes & Man Su & Brian C. Nelson & Catherine Bowman & Judd D. Bowman,,,,,,,Automated author cleanup (remove mixed-in non-author text).
ijCSCL_6_4_3,,Taciana Pontual Falcao & Sara Price,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_5_1_4,,Marc Clara & Teresa Mauri,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_7_4_5,,Pericles Sobreira & Pierre Tchounikine,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_6_2_2,,Manoli Pifarre & Judith Kleine Staarman,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_7_2_5,,Jin Mu & Karsten Stegmann & Elijah Mayfield & Carolyn Rose & Frank Fischer,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_7_4_2,,Markus Nivala & Hans Rystedt & Roger Saljo & Pauliina Kronqvist & Erno Lehtinen,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_7_3_5,,Mar Perez-Sanagustin & Patricia Santos & Davinia Hernandez-Leo & Josep Blat,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_5_2_3,,Joerg M. Haake & Hans-Rudiger Pfister,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_6_3_3,,Hao-Chuan Wang & Carolyn P. Rose & Chun-Yen Chang,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_6_3_2,,Fengfeng Ke & Alicia F. Chavez & Pei-Ni L. Causarano & Antonio Causarano,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_5_2_2,,Goran Karlsson,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_8_2_4,,Gahgene Gweon & Mahaveer Jain & John McDonough & Bhiksha Raj & Carolyn P. Rose,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_8_4_4,,Roberto Martinez-Maldonado & Yannis Dimitriadis & Alejandra Martinez-Mones & Judy Kay & Kalina Yacef,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_8_2_3,,Florencia Gomez & Miguel Nussbaum & Juan F. Weitz & Ximena Lopez & Javiera Mena & Alex Torres,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_2_2_7,,Kristine Lund & Gaelle Molinari & Arnauld Sejourne & Michael Baker,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_8_3_1,,Raija Hamalainen & Bram De Wever,,,,,,,Automated author cleanup (special-character normalization)
2026_v21i1_10.1007_s11412-025-09461-8_Talk_to_the_machine_Unleashing_the_potential_of_AI_to_scale_dialogic_education_and_reduce_,,Yifat Ben-David Kolikant & Omri Hadar & Asaf Salman,,,,,,,Automated author cleanup (special-character normalization)
2021_v16i4_10.1007_s11412-021-09357-3_Self-efficacy_and_behavior_patterns_of_learners_using_a_real-time_collaboration_system_dev,,Ting-Chia Hsu & Hal Abelson & Evan Patton & Shih-Chu Chen & Hsuan-Ning Chang,,,,,,,Automated author cleanup (special-character normalization)
2026_v21i2_10.1007_s11412-025-09464-5_A_temporal_network_approach_to_reveal_the_longitudinal_dynamics_of_CSCL_group_regulation_a,,Mohammed Saqr & Sonsoles Lopez-Pernas & Tiina Tormanen,,,,,,,Automated author cleanup (special-character normalization)
2021_v16i3_10.1007_s11412-021-09351-9_Deconstructing_orchestration_load_comparing_teacher_support_through_mirroring_and_guiding,,Ishari Amarasinghe & Davinia Hernandez-Leo & H. Ulrich Hoppe,,,,,,,Automated author cleanup (special-character normalization)
2023_v18i1_10.1007_s11412-023-09389-x_Editorial_Nine_elements_for_robust_collaborative_learning_analytics_A_constructive_collabo,,Alyssa Friend Wise & Carolyn Rose & Sanna Jarvela,,,,,,,Automated author cleanup (special-character normalization)
2023_v18i1_10.1007_s11412-023-09388-y_Fostering_regulatory_processes_using_computational_scaffolding,,Leonardo Silva & Antonio Mendes & Anabela Gomes & Gabriel Fortes,,,,,,,Automated author cleanup (special-character normalization)
2023_v18i2_10.1007_s11412-023-09399-9_Mobile_augmented_reality_supporting_families_immersive_collaborative_learning_Learning-on-,,Heather Toomey Zimmerman & Susan M. Land & Lillyanna Faimon & Yu-Chen Chiu,,,,,,,Automated author cleanup (special-character normalization)
2025_v20i2_10.1007_s11412-024-09442-3_How_does_collaborative_task_design_shape_collaborative_knowledge_construction_and_group-le,,Kateryna Zabolotna & Liv Nøhr & Megumi Iwata & Daniel Spikol & Jonna Malmberg & Hanna Jarvenoja,,,,,,,Automated author cleanup (special-character normalization)
2022_v17i2_10.1007_s11412-022-09369-7_Patterns_of_action_transitions_in_online_collaborative_problem_solving_A_network_analysis_,,Shupin Li & Johanna Poysa-Tarhonen & Paivi Hakkinen,,,,,,,Automated author cleanup (special-character normalization)
2023_v18i4_10.1007_s11412-023-09411-2_The_role_of_first-language_heterogeneity_in_the_acquisition_of_online_interaction_self-eff,,Natalia Reich-Stiebert & Jennifer Raimann & Stefan Sturmer,,,,,,,Automated author cleanup (special-character normalization)
2020_v15i4_10.1007_s11412-020-09331-5_Social_practices_in_teacher_knowledge_creation_and_innovation_adoption_a_large-scale_study,,Luis P. Prieto & Tobias Ley & Ton de Jong & Maria Jesus Rodriguez-Triana & Denis Gillet,,,,,,,Automated author cleanup (special-character normalization) | Insert missing '&' separator between author names.
2025_v20i3_10.1007_s11412-025-09447-6_Understanding_the_role_of_I-positions_facilitating_knowledge_construction_in_a_computer-su,,Aaron J. Peltoniemi & Joni Lamsa & Sami Lehesvuori,,,,,,,Automated author cleanup (special-character normalization)
2019_v14i4_10.1007_s11412-019-09313-2_Capturing_the_dynamic_and_cyclical_nature_of_regulation_Methodological_Progress_in_underst,,Hanna Jarvenoja,,,,,,,Automated author cleanup (special-character normalization)
2018_v13i4_10.1007_s11412-018-9286-x_Rendering_controversial_socioscientific_issues_legible_through_digital_mapping_tools,,Asa Makitalo & Thomas Hillman & Anne Solli,,,,,,,Automated author cleanup (special-character normalization) | Insert missing '&' separator between author names.
2024_v19i3_10.1007_s11412-024-09427-2_Knowledge_creation_through_maker_practices_and_the_role_of_teacher_and_peer_support_in_col,,Sini Davies & Pirita Seitamaa-Hakkarainen & Kai Hakkarainen,,,,,,,Automated author cleanup (special-character normalization)
2023_v18i4_10.1007_s11412-023-09407-y_Can_CPS_better_prepare_8th_graders_for_problem-solving_in_electromagnetism_and_bridging_th,,Jiun-Wei Guo & Hsiao-Ching She & Meng-Jun Chen & Pei-Yi Tsai,,,,,,,Automated author cleanup (special-character normalization)
2026_v21i2_10.1007_s11412-026-09474-x_Correction_A_temporal_network_approach_to_reveal_the_longitudinal_dynamics_of_CSCL_group_r,,Mohammed Saqr & Sonsoles Lopez-Pernas,,,,,,,Automated author cleanup (special-character normalization)
2025_v20i2_10.1007_s11412-024-09438-z_Disagreeing_softly_Supporting_students_in_managing_disagreement_in_peer_critique,,Jinzhi Zhou & Cindy E. Hmelo-Silver & Zach Ryan & Christina Stiso & Danielle Murphy & Joshua Danish & Clark A. Chinn & Ravit Golan Duncan,,,,,,,Automated author cleanup (special-character normalization)
2023_v18i1_10.1007_s11412-023-09385-1_The_temporal_dynamics_of_online_problem-based_learning_Why_and_when_sequence_matters,,Mohammed Saqr & Sonsoles Lopez-Pernas,,,,,,,Automated author cleanup (special-character normalization)
2022_v17i4_10.1007_s11412-022-09381-x_The_impact_of_scripts_on_blended_and_online_socially_shared_regulation_of_learning_A_role-playing_game_theory_perspectiv,,Clyde A. Warden & Chi-Cheng Chang & James O. Stanworth & Judy F. Chen,,,,,,,Automated author cleanup (special-character normalization)
2016_v11i3_10.1007_s11412-016-9238-2_Socially_shared_regulation_of_learning_in_CSCL_understanding_and_prompting_individual-_and_group-level_shared_regulatory,,Sanna Jarvela & Paul A. Kirschner & Allyson Hadwin & Hanna Jarvenoja & Jonna Malmberg & Mariel Miller & Jari Laru,,,,,,,Automated author cleanup (special-character normalization)
2023_v18i2_10.1007_s11412-023-09396-y_Facilitated_model-based_reasoning_in_immersive_virtual_reality_Meaning-making_and_embodied_interactions_with_dynamic_pro,,Michelle Lui & Kit-Ying Angela Chong & Martha Mullally & Rhonda McEwen,,,,,,,Automated author cleanup (special-character normalization)
2017_v12i3_10.1007_s11412-017-9259-5_Facilitating_socio-cognitive_and_socio-emotional_monitoring_in_collaborative_learning_with_a_regulation_macro_script__an,,Jaana Isohatala & Sanna Jarvela & Piia Naykki & Johanna Poysa-Tarhonen & Paivi Hakkinen,,,,,,,Automated author cleanup (special-character normalization) | Insert missing '&' separator between author names.
2016_v11i2_10.1007_s11412-016-9233-7_Cultural_ways_of_constructing_knowledge_the_role_of_identities_in_online_group_discussions,,Murat Oztok,,,,,,,Automated author cleanup (special-character normalization)
2018_v13i1_10.1007_s11412-018-9269-y_Exploring_college_English_language_learners_self_and_social_regulation_of_learning_during_wiki-supported_collaborative_r,,You Su & Yanyan Li & Hening Hu & Carolyn P. Rose,,,,,,,Automated author cleanup (special-character normalization)
2018_v13i1_10.1007_s11412-018-9270-5_Learning_to_monitor_and_regulate_collective_thinking_processes,,Yann Shiou Ong & Marcela Borge & Carolyn Penstein Rose,,,,,,,Automated author cleanup (special-character normalization) | Insert missing '&' separator between author names.
2018_v13i2_10.1007_s11412-018-9275-0_Community_technology_mapping_inscribing_places_when_everything_is_on_the_move,,Katie Headrick Taylor & Reed Stevens & Deborah Silvis,,,,,,,User-requested author cleanup (insert missing '&' separator).
2017_v12i1_10.1007_s11412-017-9249-7_DCLM_framework_understanding_collaboration_in_open-ended_tabletop_learning_environments,,Matthew Berland & Leilah Lyons & Mike Tissenbaum,,,,,,,User-requested author cleanup (insert missing '&' separator).
2020_v15i3_10.1007_s11412-020-09328-0_Dialogic_intervisualizing_in_multimodal_inquiry,,Cindy E. Hmelo-Silver & Lap Ki Chan & Judith L. Green & Susan M. Bridges & Asmalina Saleh,,,,,,,User-requested author cleanup (insert missing '&' separator).
2020_v15i3_10.1007_s11412-020-09326-2_Encouraging_collaboration_and_building_Community_in_Online_Asynchronous_Professional_Development_designing_for_social_ca,,Susan A. Yoon & Katherine Miller & Thomas Richman & Daniel Wendel & Ilana Schoenfeld & Emma Anderson & Jooeun Shim,,,,,,,User-requested author cleanup (remove mixed-in non-author text; insert separator).
2017_v12i1_10.1007_s11412-017-9252-z_Experiences_appearances_and_interprofessional_training_The_instructional_use_of_video_in_p,,Oskar Lindwall & Hans Rystedt & Elin Johansson,,,,,,,User-requested author cleanup (insert missing '&' separator).
2024_v19i1_10.1007_s11412-023-09413-0_Exploring_students_immersive_VR_experiences_as_resources_for_collaborative_meaning_making_,,Kenneth Silseth & Rolf Steier & Hans Christian Arnseth,,,,,,,User-requested author cleanup (remove mixed-in non-author text).
2020_v15i4_10.1007_s11412-020-09332-4_Give_student_ideas_a_larger_stage_support_cross-community_interaction_for_knowledge_building,,Guangji Yuan & Maria Bogouslavsky & Jianwei Zhang,,,,,,,User-requested author cleanup (insert missing '&' separator).
2019_v14i1_10.1007_s11412-019-09295-1_Imagining_with_improvised_representations_in_CSCL_environments,,Magdalena Kersting & Kenneth Silseth & Rolf Steier,,,,,,,User-requested author cleanup (insert missing '&' separator).
2016_v11i4_10.1007_s11412-016-9243-5_Improving_collaborative_learning_in_the_classroom_Text_mining_based_grouping_and_representing,,Daniel Bodemer & Melanie Erkens & H. Ulrich Hoppe,,,,,,,User-requested author cleanup (insert missing '&' separator).
2019_v14i1_10.1007_s11412-019-09296-0_Improving_the_quality_of_vocational_students_collaboration_and_knowledge_acquisition_throu,,Judith ter Vrugte & Anjo Anjewierden & Lars Bollen & Elise H. Eshuis & Jakob Sikken & Ton de Jong,,,,,,,User-requested author cleanup (insert missing '&' separator).
2019_v14i3_10.1007_s11412-019-09307-0_It_is_not_either_or_An_initial_investigation_into_combining_collaborative_and_individual_learning_using_an_ITS,,Nikol Rummel & Vincent Aleven & Jennifer K. Olsen,,,,,,,User-requested author cleanup (insert missing '&' separator).
2017_v12i2_10.1007_s11412-017-9256-8_Joint_interactions_in_large_online_knowledge_communities_The_A3C_framework,,Ulrike Cress & Heisawn Jeong & Johannes Moskaliuk & Joachim Kimmerle,,,,,,,User-requested author cleanup (insert missing '&' separator).
2018_v13i4_10.1007_s11412-018-9290-1_Students_engagement_with_real-time_graphs_in_CSCL_settings_scrutinizing_the_role_of_teacher_support,,Line Ingulfsen & Anniken Furberg & Torunn Aanesland Stromme,,,,,,,User-requested author cleanup (plain ASCII surname for CSV readability).
2017_v12i2_10.1007_s11412-017-9254-x_Adaptable_scripting_to_foster_regulation_processes_and_skills_in_computer-supported_collaborative_learning,,Ingo Kollar & Karsten Stegmann & Xinghua Wang,,,,,,,Conservative author cleanup (insert missing '&' separator).
2017_v12i4_10.1007_s11412-017-9266-6_I_think_you_just_got_mixed_up_confident_peer_tutors_hedge_to_support_partners_face_needs,,Justine Cassell & Amy Ogan & Michael Madaio,,,,,,,Conservative author cleanup (insert missing '&' separator).
2020_v15i3_10.1007_s11412-020-09330-6_Bringing_maker_practices_to_school_tracing_discursive_and_materially_mediated_aspects_of_s,,Pirita Seitamaa-Hakkarainen & Kai Hakkarainen & Sini Riikonen,,,,,,,Conservative author cleanup (insert missing '&' separator).
2018_v13i1_10.1007_s11412-018-9272-3_Connecting_levels_of_activity_with_classroom_network_technology,,Tobin White,,,,,,,Conservative author cleanup (remove mixed-in non-author text).
ijCSCL_6_1_0,,Gerry Stahl & Friedrich Hesse,editorial,,,,,,Conservative author cleanup (remove mixed-in non-author text).
2017_v12i3_10.1007_s11412-017-9260-z_How_to_combine_collaboration_scripts_and_heuristic_worked_examples_to_foster_mathematical_argumentation__when_working_me,,Matthias Schwaighofer & Freydis Vogel & Ingo Kollar & Stefan Ufer & Anselm Strohmaier & Ilka Terwedow & Sarah Ottinger & Kristina Reiss,,,,,,,Conservative author cleanup (insert missing '&' separator; remove mixed-in non-author text).
ijCSCL_8_3_4,,Armin Weinberger & Miika Marttunen & Leena Laurinen,,,,,,,Conservative author cleanup (remove mixed-in non-author text).
2018_v13i3_10.1007_s11412-018-9281-2_Leveraging_mobile_eye-trackers_to_capture_joint_visual_attention_in_co-located_collaborative_learning_groups,,Kshitij Sharma & Bertrand Schneider & Sebastien Cuendet & Guillaume Zufferey & Pierre Dillenbourg & Roy Pea,,,,,,,Conservative author cleanup (insert missing '&' separator).
2021_v16i3_10.1007_s11412-021-09349-3_Prompting_collaborative_and_exploratory_discourse_An_epistemic_network_analysis_study,,Zarifa Zakaria & Jennifer Tsan & Anna Iwanski & Jessica Vandenberg & Collin Lynch & Kristy Elizabeth Boyer & Eric Wiebe,,,,,,,Conservative author cleanup (insert missing '&' separator).
ijCSCL_6_4_0,,Gerry Stahl,editorial,,,,,,User-requested author cleanup (remove extraneous text).
ijCSCL_6_4_1,,Pierre Dillenbourg,,,,,,,User-requested author cleanup (remove extraneous text).
ijCSCL_7_1_0,,Gerry Stahl,editorial,,,,,,User-requested author cleanup (remove extraneous text).
ijCSCL_7_4_0,,Gerry Stahl,editorial,,,,,,User-requested author cleanup (remove extraneous text).
ijCSCL_8_1_0,,Diler Oner,,,,,,,User-requested author cleanup (remove extraneous text).
2018_v13i1_10.1007_s11412-018-9273-2_One_framework_to_rule_them_all_Carrying_forward_the_conversation_started_by_Wise_and_Schwarz,,Nikol Rummel,,,,,,,User-requested author cleanup (remove extraneous text).
ijCSCL_4_2_5,,Kai Hakkarainen,,A knowledge-practice perspective on technology-mediated learning,,,,,,,User-requested author cleanup (remove extra text).
ijCSCL_7_2_0,,Gerry Stahl,editorial,Cognizing mediating: Unpacking the entanglement of artifacts with collective minds,,,,,,,User-requested author cleanup (remove extra text).
2021_v16i1_10.1007_s11412-021-09340-y_Promoting_regulation_of_equal_participation_in_online_collaboration_by_combining_a_group_a,,Sebastian Strauss & Nikol Rummel,,Promoting regulation of equal participation in online collaboration by combining a group awareness tool and adaptive prompts. But does it even matter?,,,,,,,User-requested ASCII normalization for author surname.
2025_v20i1_10.1007_s11412-024-09430-7_Comparing_the_effects_of_a_collaboration_script_and_collaborative_reflection_on_promoting_,,Sebastian Strauss & Isis Tunnigkeit & Julia Eberle & Arlind Avdullahu & Nikol Rummel,,Comparing the effects of a collaboration script and collaborative reflection on promoting knowledge about good collaboration and effective interaction,,,,,,,User-requested ASCII normalization for author surname.
2020_v15i2_10.1007_s11412-020-09323-5_Regulating_self-organized_collaborative_learning_the_importance_of_homogeneous_problem_perception_immediacy_and_intensit,,Martin Greisel & Markus Dresel & Ingo Kollar & Nadine Melzner,,,,,,,Conservative author cleanup (insert missing '&' separator).
